EVTOPTA31506;An artistic genius;Un gÂπØie artistique;Ein kÓÖ®stlerisches Genie!;DespuÂª• de que el brillante diseÈéôdor vienÂª• Joseph Urban comenzase a trabajar en la CompaÂäña de Ëàùera de Boston, el diseÈö≥ en el teatro americano ha adoptado decididas tendencias europeas, convirtiÂπØdose en una experiencia mÂ´≥ dinÂ´•ica, vistosa y emocionante.;Un artista genial;;;;;;x;;;;;;;
EVTNAME27101;Crisis on Rheinland;x
EVTDESC27101;After the defeat of Denmark over Pomerania, Austrasia has came with an offer to us. For our claims to the lowlands, they ask for our claim on Rheinland. Our diplomats have predicted this to be a dangerous stuff as it could lead to a unified German state which could demand our Dutch lands as well.;x
EVT27101OPTB;Sounds like a good deal;x
EVT27101OPTA;How about no?;x
EVTNAME27102;Liege Refuses!;x
EVTDESC27102;Liege have refuses our offer for the Rheinland, causing a crisis. Other great powers might want to stop us on our way to become Germany;x
EVT27102OPTA;We have to take it by force then;x
EVT27102OPTB;We will be back for it;x
EVTNAME27103;We have lost;x
EVTDESC27103;After fighting against Austrasia, we have unfortunately lost to them. We are either forced to take the treaty, losing our claims or refusing it  but not getting the benefits of the treaty.;x
EVT27103OPTA;We will sign the treaty;x
EVT27103OPTB;We refuse to take the treaty;x
EVTNAME27031;Serbian Resistance;x
EVTDESC27031;Serbians have been living in the Odcrivania(aka. Midwest) since Bosnian conquest of most of Balkans and Anatolia, with the help of Portuguese who needed more people to be able to settle over eastern parts of Northern America. Serbians here lived under portuguese rule often with as much as autonomy possible. Now since the Portuguese Empire has lost its control over Northern America due to wars with France and British, now Odcrivania is under our rule and as expected, they require more autonomy than our English and Portuguese provinces.;x
EVTOPTA27031;We have no choice but give them this autonomy;x
EVTNAME27032;Serbian Autonomy;x
EVTDESC27032;We have united Northern America into one strong united federation! But under the lands we conquered were serbians who broke free from our enemies and joined our side and now they are demanding some autonomy for their efforts.;x
EVTOPTA27032;We should grant them some autonomy;x
EVTOPTB27032;No autonomy for those pesky Europeans;x
EVTNAME37318;Offer for Cobana;
EVTDESC37318;$FROMCOUNTRY$ has made an offer of 100k£ for our colony Cobana. Since we have good relations with $FROMCOUNTRY$ we might consider this offer.;x
EVTOPTA37318;It sounds like a good deal;x
EVTOPTB37318;No way! I can't believe this!;x
EVTNAME37319;$FROMCOUNTRY$ Accepts Our Offer;x
EVTDESC37319;Great News!$FROMCOUNTRY$ has accepted our generous offer for Cobana.;x 
EVTOPTA37319;What a great day to be alive!;x
EVTNAME37320;$FROMCOUNTRY$ Rejects Our Offer;x
EVTDESC37320;$FROMCOUNTRY$ has unfortunately rejected our offer to purchase Cobana from them. This unfortunate news has led two countries to break up relations. But we can use this as political leverage to declare war on them for Cobana and take it without paying a single cent to those pesky $FROMCOUNTRY_ADJ$;x
EVTOPTA37320;Yes, we can do that, that sounds like a good idea;x
EVTOPTB37320;No we should respect our neighbors;x
EVTNAME27033;Colonization of West;x
EVTDESC27033;The Dakotan Union has been fully colonized by the surrounding countries and now is a country of the past. We shall start assimilating it to our country and make sure the identity of these people shall never be questioned again;x
EVTOPTA27033;Good job, sir!;x
EVTNAME27830;HIE is Crumbling;x
EVTDESC27830;Holy Italian Empire has been the dominating authority over German homelands since ancient times. This authority was divided into many different realms to keep the power balance relative to people who live in this empire. But due to corruption and hereditery election model, Swiss have been holding this power for a long periods of time and not seem to be giving it up just yet. Ever since the Polish invasion of Eastern HIE, people living in just west of Oder river have been questioning the authority of the Swiss. Austrasia, the second most influencial state in the HIE now has to step in and choose a destiny for German people and fight against the detrimental Swiss control.;x
EVTOPTA27830;We need the help of the Bavarians to fight the Swiss;x
EVTOPTB27830;We need the help of Danish to protect ourselves from Poles;x
EVTOPTC27830;We need to unite with our brothers in Rhine to keep the French out of the Empire;x
EVTOPTD27830;Germany, a goal above all!;x
EVTNAME27900;Holy Italian Empire;x
EVTDESC27900;Holy Italian Empire is a political entity located in Central Europe and we are part of that Empire. We as a subject to the emperor have responsibilities we need to handle. Full loyalty to the Emperor, some levies, less autonomous influence zones and political stability are few of those. While Holy Italian Empire provided us safety in medieval times, now it's only a politcal entity to ensure Switzerland has an important role in European politics.;x
EVTOPTA27900;Sheesh, that greedy emperor;x
EVTNAME27901;Holy Italian Empire;x
EVTDESC27901;Holy Italian Empire is a political entity located in Central Europe and we are the Emperor. We as the Emperor have responsibilities we need to handle. Protecting our borders, keeping our subjects royal, ensuring political stability are few of those. While Holy Italian Empire provided many safety in medieval times, now it's in political decline due to our subjects having more and more influence in the Empire. We need to ensure that our subjects are loyal, so we can modernize and standardize how this disaster of political entity with no central bureaucracy works.;x
EVTOPTA27901;Glory, Glory!;x
EVTNAME27902;Reconquest for the Emperor;x
EVTDESC27902;We have reconquered a province that was an HIE core but lost to outside powers, this province now needs to pay tribute to the Empire and needs to lessen its autonomy for the Empire;x
EVTOPTA27902;Scheiﬂe! or is it Cazzo?;x
EVTNAME27903;End of Holy Italian Empire;x
EVTDESC27903;Holy Italian Empire came to an end, and with it an era of German supremacy over continental Europe. Europe has started to change and this is one of the signs that Europe is changing. Holy Italian Empire was one of the last reminiscence of the historical rulers and feudal system. But that system is now a system of the past. Europe will now see a new era of national uprisings, Italians and maybe Germans instead of having local royalties now will unite into a new nation.;x
EVTOPTA27903;A New Era for A New Europe!;x
EVTNAME27904;End of Holy Italian Empire;
EVTDESC27904;Holy Italian Empire finally came to an end, and with it an era of oppression of Germans and Italians is over. Europe has started to change and this is one of the signs that Europe is changing. Holy Italian Empire was one of the last reminiscence of the historical rulers and feudal system. But that system is now a system of the past. Europe will now see a new era of national uprisings, Italians and maybe Germans instead of having local royalties now will unite into a new nation.;x
EVTOPTA27904;A New Era for A New Europe!;x
EVTNAME27905;Status of Bremer City State;x
EVTDESC27905;Bremen is a free city that existed throughout the history of Holy Italian Empire and it was protected by the emperor for centuries against those like Danish and then Scandinavians and Polish, but with the Swiss losing control over Hanseatic Trade, now Bremen has fallen under our sphere of influence and petitioned to join us! However this idea as it has supporters also has people against for it claiming that our control over the city would impoverish the city and hence want some sort of autonomy instead;x
EVTOPTA27905;Bremen shall join our league and enrich our people!;x
EVTOPTB27905;Sure we can give them some kind of autonomy;x
EVTNAME27000;Unification!;x
EVTDESC27000;Unification with our overlords who are working on building a nation to rival other countries in the continent, the question is if we shall help them or not as they have taken care of us for years and we became too independent on them to not be able to stand by our own. The question stands as we confront our ruler and think of consequences this unification can create;x
EVTOPTA27000;Yes, we shall unify with our overlords;x
EVTOPTB27000;It's fine we can take care of ourselves;x
EVTNAME12001;Rise of Frankish Nationalism!;x
EVTDESC12001;After the Conferance in Stralsund, following the events of unification of Northern Germanic people and Low Germans, Frankish people has taken a step back on how much role they get in the rule of the nation. Clearly angry people of Westphalia has decided to make a protest in the streets of M¸nster. After brutal events taking place between the protestors and local force, City Mayor Max von Forckenbeck has done a speech mentioning that he understands the struggles of an average frank and will negotiate for more rights and a place for frankish people in this country;x
EVTOPTA12001;Tell Max von Forckenbeck to come to $CAPITAL$;x
EVTNAME12002;Max in $CAPITAL$;x
EVTDESC12002;Max has come to $CAPITAL$ to argue about the recent events and explain the issues. Our government has taken up on the issue and ask for his opinions. He offered us to take it easy on the frankish people, but many of our officals thing of this as him being biased towards his own people and persuade people to found a new nation where he's chosen to be ruller of such state.;x
EVTOPTA12002;Max is right, we should focus on unifying our citizens;x
EVTOPTB12002;We cannot let treasonous people to make decisions in our government, send out the forces;x
EVTNAME12003;Demands For Rights;x
EVTDESC12003;Demonstrations around the country amongst many of our populace as well is continuing, many of the mayors ask us what kind of approach is needed to be taken towards these rallies, chaos and destruction is taking a lead in many of our cities. We need to act upon soon;x
EVTOPTA12003;Promise them a reform;x
EVTOPTB12003;We will never compromize!;x
EVTNAME12004;Anti-Citizenship Movement;x
EVTDESC12004;The chaos happening in Westfalen has caused some gatherings in other parts of our nation as well, these gatherings aim to perserve current laws and show clear disinterest against frankish involvement in the politics. Our resources are not suffice to stop these movement but clashing between two groups lead to more loss of lives and more chaos, plunging the country into a possition of no return;x
EVTOPTA12004;Deal with these groups no matter what;x
EVTOPTB12004;We need to deal with the main issue right now;x
EVTNAME12005;Austrasia Gains Cores;x
EVTDESC12005;Westfalen has gone out of our control and now people there have started to claim their own country, this is a large threat to our national security;x
EVTOPTA12005;Franken Soll Fr‰i Sinn;x
EVTNAME12006;Frankish Revolt!;x
EVTDESC12006;Franks have finally created complete chaos in Westfalen, this has caused Westfalen to slip from our hands and all the regions and states becoming independent. These states unified under Neuiwer ÿstrijksien. The fate of our nation and their is yet to be rewritten. We cannot lose this war no matter what.;x
EVTOPTA12006;Death for ÿstrijksien!;x
EVTOPTB12006;Herrlechkeet fir Franken, Herrlechkeet fir Austrasien;x
EVTNAME12007;Frankish Revolt!;x
EVTDESC12007;Franks have gone against us, they betrayed us! This cannot be let go so easily. We shall show them what we are made of!
EVTOPTA12007;T¯d f¯r Franken!;x
EVTNAME180170;North-German Revolt in $COUNTRY$;x
EVTDESC180170;North German population among our country has become extremely militant for the last days, due to a speeches given in $FROMCOUNTRY$. This siutation seems to be going to lead towards a unified North German state that will directly effect our national unity. Many of our mayors and local authorities in the North German regions have been attacked or murdered. This issue needs to be solved as soon as possible before it costs us more men.;x
EVTOPTA180170;$COUNTRY$ can show respect to those who seek independence, as long as they stay allied with us;x
EVTOPTB180170;ßR(Migth end with war with $FROM$)ß!$COUNTRY$ does not deal with terrorists;x
EVTNAME180171;$FROM$ Agress For A Deal;x
EVTDESC180171;Our officals have sat at the table for negotiations. Surprisingly, $FROM$ was quite keen for the negotiations, and allowed most of their people to decide on wanting to join our federation or not. Their only condition for this agreement was a guaranteed alliance, which we are very happy to hear. Our peoples, even if not fully unified, shall continue to make Germany as a region stronghold for liberty and freedom!;x
EVTOPTA180171;$COUNTRY$ is very happy to be part of such glorious deal;x
EVTNAME180172;$FROM$ Refuses To Negotiate;x
EVTDESC180172;Bad news have just arrived, our brothers, $FROM$ has refused to even negotiate the idea of independence for North German folk. This has irritated so many people in our country and their countries, desiring for a unification. Other independent North German states have agreed to join us and those living in $FROM$ also started a big revolt, asking us for our help in return for unification. We might not have the strenght right now but maybe if we unify, we can achieve our goals.;x
EVTOPTA180172;Doesn't sound like a bad idea;x
EVTOPTB180172;We cannot afford this;x 
EVTNAME27906;Bergentr¸ckaiser;x
EVTDESC27906;Kaiser of Swiss Alps, have been once again left alone on their own. Due to how corrupt and malicious our reputition is, we cannot keep our alliance with Great Powers of Europe. Such shame would have not been commited by those whom call themselves Emperors when they are only immitating the true Italian crown.;x
EVTOPTA27906;Shameful, Honestly...;x
EVTNAME27104;Instability in Prussia;x
EVTDESC27104;Due to our journey on forming Germany, Baltic Germans whom where rulled by Polish Kingdom has became more rebellious, and started to demand breaking their chains from Poland becoming a part of our sphere of influence. Polish Kingdom is quite disatisfied with this issue and demands immediate negotiations.;x
EVTOPTA27104;Tell the polish to back off;x
EVTOPTB27104;We cannot afford a war with Polish;x
EVTNAME27105;Instability in Prussia;x
EVTDESC27105;Due to the backing of $FROM$, our people in prussia became more rebellious, demanding independence. What a nonsense. Those $FROMCOUNTRY_ADJ$ has sent representatives, but it seems the $FROMCOUNTRY_ADJ$ are determined to take and partition our lands. Our country will not stand by this, as long as we have the emperors approval, we shall stay as the protectors of the baltic germans;x
EVTOPTA27105;We cannot let these foreigners "partition" us;x
EVTOPTB27105;The correct choice would be let them go;x
EVTNAME27106;$FROMCOUNTRY_ADJ$ Refuses!;x
EVTDESC27106;Despite our negotiations, $FROMCOUNTRY_ADJ$ see this as an invasion, even if they were the ones to invade Holy Italian Empire in the first place and take lands that were ruled by germans for many years. If they want war then we shall give them what they want.;x
EVTOPTA27106;For the Fatherland.;x
EVTNAME27907;Ambitions of an Empire;x
EVTDESC27907;Holy Italian Empire has been unified, and our first deal of business should be to decide which direction our Empire shall be headed. We have gathered the court together and a lot of discussions and arguments about the future of the Empire has occured. Many of our courtiers argued for a peaceful Empire that coexists with rest of Europe like it has done for a long time. On the other hand few seem to feel like they desire more expansion and conquering most of Europe if possible, after all we are the strongest country in Europe, and just like Italian Empire did, we shall bring our neighbors civilization.;x
EVTOPTA27907;Maybe Italy was right all along.;x
EVTOPTB27907;A peaceful coexisting will help everyone!;x
EVTOPTC27907;We could at least unify with out lost long lands.;x
EVTNAME279041;Freedom! And True Neutrality;x
EVTDESC279041;The Empire has been finally came to an end, and with this our tribute to the Emperor. We are now free to follow our neutrality path, but due to international community's pressures, we needed to give up our claims to the Emperors Passage, due to it being too important of a gap point for the Empire and for Bavarians.;x
EVTOPTA279041;True neutrality requires sacrifices;x
EVTNAME270000;Freedom!;x
EVTDESC270000;Our liege is currently facing a crisis that has led to our freedom, we shall take an advantage of this and become free of our chains;x
EVTOPTA270000;Freedom shall no longer await;x
EVTOPTB270000;We cannot betray our liege;x
EVTNAME313100;Crisis in Sejm;x
EVTDESC313100;The Great Sejm, our parliament, has been greatly effected by the corruption that has been slowly leaching into the monarch. First absolute power to the monarch, and then no elections has shown that Sejm has no intention to stop Slovincians from taking power of our lands, which are a minority in our country. Due to Slovincians being richer than Poles and Ruthenians, they can get away with more favors in Sejm than everyone else. Our prime minister, who has been working the hardest to deal with this corruption, and a non-slav himself, is now being asked to replaced with other candidates which the monarch seems to be more inclined towards.;x
EVTOPTA313100;A Slovincian PM of Danstadt will make sure to enrich the "Commonwealth";x
EVTOPTB313100;An inexperienced Polish candidate from Wilno will fit fine with our policies;x
EVTOPTC313100;Someone with a farmer background of Polesie region will understand the folk!;x
EVTOPTD313100;Our Minister is fine as is;x
EVTNAME31311;Our King is Dead!;x
EVTDESC31311;Our king has been found dead in his charter. This unfortunate event was unexpected, he was a young and healthy man, yet his time came for him. This has sparked multiple questions among his realm. Due to he having absolute power over the realm, now many places find themselves plunging into chaos. Some cities have risen up, established their own city councils. Luckly the king had an heir to the throne, but he's too young to be the ruler, and her mother is not in a stable situation to be a regent.;x
EVTOPTA31311;Make the child the king;x
EVTOPTB31311;The regent should be the Prime Minister;x
EVTNAME313112;Emperor Comes to Age!;x
EVTDESC313112;Our emperor who was throned when he was a small child, has now grown to be a big boy, who will rule the nation, and has the control and the skill to do so. He was very smart since he was little, he learnt the manners of reign with ease. And now he's crowned to be the supreme ruler of our nation, and he shall give us an example how to be a successful nation!;x
EVTOPTA313112;A smart boy doing smart things?;x
EVTNAME313113;End of the Tripact?;x
EVTDESC313113;Despite our effords, chaos and corrution has spread deep in the Trislavia, causing unrest to local population. With the rise of nationalism in Germany and Rome, our region has also been effected by this nationalism and the idea of unified slavic state doesn't fit with everyone anymore. Ukrainians who would rather be unified with their Eastern brothers, Russians, and Polish people who have been demanding more rights in the rule of the nation have come to an agreement to overthrow the Slovincian regime that has been cursing this geography once and for all;x
EVTOPTA313113;We shall crush these rebellious scum;x
EVTOPTB313113;Jeszcze Polska nie zginela!ßR Switch to Polandß!;x
EVTOPTC313113;Shche ne vmerla Ukraina!ßR Switch to Ukraineß!;x
EVTNAME313114;Lublin Uprising!;x
EVTDESC313114;The Polish nation has seceded from our union, putting our union in an extremely though spot. We shall restore our glory and show them rebelion what it means to revolt against us;x
EVTOPTA313114;For the Union!;x
EVTNAME313115;Restoration of the Union;x
EVTDESC313115;After a bloody rebelion, we have finally put polish rebelions to their places. Even if this means giving polish more rights and influence over the state, we protected our Union and that's all that matters.;x
EVTOPTA313115;Glory for the Union!;x
EVTNAME31312;Polish Demonstrations;x
EVTDESC31312;Polish people, who have been a big majority in our de jure lands have been telling us that they feel oppressed and powerless due to how strong of an economical and political influence Slovincians carry over the realm. Due to this, some polish nationalist parties decided to organize protests all over the majority parts of the nation, and most importantly, in Warsaw. These protests for now seem harmless but it causes pressure on the Sejm, and most importantly on the monarch which seem to favor Slovincians to the Polish.;x
EVTOPTA31312;Support the Demonstrations;x
EVTOPTB31312;Take heavy cautions, do whatever is necessary to keep them in place;x
EVTNAME313121;Peaceful Demonstrations;x
EVTDESC313121;The Polish Demonstrations have gone successfully, with no one getting hurt and no group fighting eachother. No vandalism, and the police forces had accompanied many of the demonstrators without any kind of violence occuring between the sides. It's well proven that our nation regardless of the politics, cares about opinions of its common citizens, and shall become an example of human rights, and much more for other european nations to adapt and realize in their own states;x
EVTOPTA313121;Look how civilized we are!;x
EVTNAME313122;Violent Demonstrations;
EVTDESC313122;Unfortunately the demonstrations have gone terrible, A lot of violence has happened in many cities and Polish people and parties all united against the Sejm and the monarch who seems to be prefering Slovincians over them. This has led to some international reaction, as the protests turned red and more violent, more our country is reflected as a backwards nation. Many of our slavic neighbours have condemned us. Not sure where this is going to lead us but many of our MPs are afraid that this might lead to a rebellion;x
EVTOPTA313122;Shameful, Honestly;x
EVTNAME313123;Bloody Thursday of Warsaw;x
